300000,0
600000,1
900000,4
1200000,5
1500000,8
1800000,8
2100000,8
2400000,8
2700000,8
3000000,8
3300000,8
3600000,8
3900000,8
4200000,8
4500000,8
4800000,8
5100000,8
5400000,8
5700000,8
6000000,8
6300000,8
6600000,8
6900000,8
7200000,8
7500000,8
7800000,8
8100000,8
8400000,8
8700000,8
9000000,8
9300000,8
9600000,8
9900000,8
10200000,8
10500000,8
10800000,8
11100000,8
11400000,8
11700000,8
12000000,8
12300000,8
12600000,8
12900000,8
13200000,8
13500000,8
13800000,9
14100000,9
14400000,9
14700000,9
15000000,9
15300000,9
15600000,9
15900000,9
16200000,9
16500000,9
16800000,9
17100000,9
17400000,9
17700000,9
18000000,9
18300000,9
18600000,9
18900000,9
19200000,9
19500000,9
19800000,9
20100000,9
20400000,9
20700000,9
21000000,9
21300000,9
21600000,9
21900000,9
22200000,10
22500000,14
22800000,17
23100000,19
23400000,20
23700000,20
24000000,20
24300000,20
24600000,20
24900000,20
25200000,20
25500000,20
25800000,20
26100000,20
26400000,20
26700000,20
27000000,20
27300000,20
27600000,20
27900000,20
28200000,20
28500000,20
28800000,20
29100000,20
29400000,18
29700000,16
30000000,14
30300000,12
30600000,13
30900000,13
31200000,13
31500000,13
31800000,13
32100000,13
32400000,13
32700000,13
33000000,13
33300000,13
33600000,13
33900000,13
34200000,13
34500000,13
34800000,13
35100000,13
35400000,13
35700000,13
36000000,13
36300000,13
36600000,13
36900000,13
37200000,13
37500000,13
37800000,13
38100000,13
38400000,13
38700000,13
39000000,13
39300000,13
39600000,13
39900000,13
40200000,13
40500000,13
40800000,13
41100000,13
41400000,13
41700000,13
42000000,13
42300000,13
42600000,13
42900000,13
43200000,13
43500000,13
43800000,13
44100000,13
44400000,13
44700000,13
45000000,13
45300000,13
45600000,13
45900000,13
46200000,13
46500000,13
46800000,13
47100000,13
47400000,13
47700000,13
48000000,13
48300000,13
48600000,13
48900000,13
49200000,13
49500000,13
49800000,13
50100000,13
50400000,13
50700000,13
51000000,13
51300000,13
51600000,13
51900000,13
52200000,13
52500000,13
52800000,13
53100000,13
53400000,13
53700000,13
54000000,13
54300000,13
54600000,13
54900000,13
55200000,13
55500000,13
55800000,13
56100000,13
56400000,13
56700000,13
57000000,13
57300000,13
57600000,13
57900000,13
58200000,15
58500000,17
58800000,19
59100000,20
59400000,20
59700000,20
60000000,20
60300000,20
60600000,20
60900000,20
61200000,20
61500000,20
61800000,20
62100000,20
62400000,20
62700000,20
63000000,20
63300000,20
63600000,20
63900000,20
64200000,20
64500000,20
64800000,20
65100000,20
65400000,18
65700000,15
66000000,12
66300000,9
66600000,9
66900000,9
67200000,9
67500000,9
67800000,9
68100000,9
68400000,9
68700000,9
69000000,9
69300000,9
69600000,9
69900000,9
70200000,9
70500000,9
70800000,9
71100000,9
71400000,9
71700000,9
72000000,9
72300000,9
72600000,9
72900000,9
73200000,9
73500000,9
73800000,9
74100000,9
74400000,9
74700000,9
75000000,9
75300000,9
75600000,9
75900000,9
76200000,9
76500000,9
76800000,9
77100000,9
77400000,9
77700000,9
78000000,9
78300000,9
78600000,9
78900000,9
79200000,9
79500000,9
79800000,9
80100000,9
80400000,9
80700000,9
81000000,9
81300000,9
81600000,9
81900000,9
82200000,9
82500000,9
82800000,9
83100000,9
83400000,9
83700000,9
84000000,9
84300000,9
84600000,9
84900000,9
85200000,9
85500000,9
85800000,9
86100000,9
86400000,9
86700000,9
87000000,7
87300000,5
87600000,3
87900000,1
