60000,0
120000,0
180000,0
240000,0
300000,0
360000,0
420000,1
480000,1
540000,1
600000,1
660000,1
720000,1
780000,1
840000,1
900000,1
960000,1
1020000,1
1080000,1
1140000,1
1200000,1
1260000,1
1320000,1
1380000,1
1440000,1
1500000,2
1560000,2
1620000,1
1680000,2
1740000,2
1800000,2
1860000,2
1920000,2
1980000,2
2040000,2
2100000,2
2160000,2
2220000,2
2280000,2
2340000,2
2400000,2
2460000,2
2520000,2
2580000,2
2640000,2
2700000,2
2760000,2
2820000,2
2880000,2
2940000,2
3000000,2
3060000,2
3120000,2
3180000,2
3240000,2
3300000,2
3360000,2
3420000,2
3480000,2
3540000,2
3600000,2
3660000,2
3720000,2
3780000,2
3840000,2
3900000,2
3960000,2
4020000,2
4080000,2
4140000,2
4200000,2
4260000,2
4320000,2
4380000,2
4440000,2
4500000,2
4560000,2
4620000,2
4680000,2
4740000,2
4800000,2
4860000,2
4920000,2
4980000,2
5040000,2
5100000,2
5160000,2
5220000,2
5280000,2
5340000,2
5400000,2
5460000,2
5520000,2
5580000,2
5640000,2
5700000,2
5760000,2
5820000,2
5880000,2
5940000,2
6000000,2
6060000,2
6120000,2
6180000,2
6240000,2
6300000,2
6360000,2
6420000,2
6480000,2
6540000,2
6600000,2
6660000,2
6720000,2
6780000,2
6840000,2
6900000,2
6960000,2
7020000,2
7080000,2
7140000,2
7200000,2
7260000,2
7320000,2
7380000,2
7440000,2
7500000,2
7560000,2
7620000,2
7680000,2
7740000,2
7800000,2
7860000,2
7920000,2
7980000,2
8040000,2
8100000,2
8160000,2
8220000,2
8280000,2
8340000,2
8400000,2
8460000,2
8520000,2
8580000,2
8640000,2
8700000,2
8760000,2
8820000,2
8880000,2
8940000,2
9000000,2
9060000,2
9120000,2
9180000,2
9240000,2
9300000,2
9360000,2
9420000,2
9480000,2
9540000,2
9600000,2
9660000,2
9720000,2
9780000,2
9840000,2
9900000,2
9960000,2
10020000,2
10080000,2
10140000,2
10200000,2
10260000,2
10320000,2
10380000,2
10440000,2
10500000,2
10560000,2
10620000,2
10680000,2
10740000,2
10800000,2
10860000,2
10920000,2
10980000,2
11040000,2
11100000,2
11160000,2
11220000,2
11280000,2
11340000,2
11400000,2
11460000,2
11520000,2
11580000,2
11640000,2
11700000,2
11760000,2
11820000,2
11880000,2
11940000,2
12000000,2
12060000,2
12120000,2
12180000,2
12240000,2
12300000,2
12360000,2
12420000,2
12480000,2
12540000,2
12600000,2
12660000,2
12720000,2
12780000,2
12840000,2
12900000,2
12960000,2
13020000,2
13080000,2
13140000,2
13200000,2
13260000,2
13320000,2
13380000,2
13440000,2
13500000,2
13560000,2
13620000,2
13680000,2
13740000,2
13800000,2
13860000,2
13920000,2
13980000,2
14040000,2
14100000,2
14160000,2
14220000,2
14280000,2
14340000,2
14400000,2
14460000,2
14520000,2
14580000,2
14640000,2
14700000,2
14760000,2
14820000,2
14880000,2
14940000,2
15000000,2
15060000,2
15120000,2
15180000,2
15240000,2
15300000,2
15360000,2
15420000,2
15480000,2
15540000,2
15600000,2
15660000,2
15720000,2
15780000,2
15840000,2
15900000,2
15960000,2
16020000,2
16080000,2
16140000,2
16200000,2
16260000,2
16320000,2
16380000,2
16440000,2
16500000,2
16560000,2
16620000,2
16680000,2
16740000,2
16800000,2
16860000,2
16920000,2
16980000,2
17040000,2
17100000,2
17160000,2
17220000,2
17280000,2
17340000,2
17400000,2
17460000,2
17520000,2
17580000,2
17640000,2
17700000,2
17760000,2
17820000,2
17880000,2
17940000,2
18000000,2
18060000,2
18120000,2
18180000,2
18240000,2
18300000,2
18360000,2
18420000,2
18480000,2
18540000,2
18600000,2
18660000,2
18720000,2
18780000,2
18840000,2
18900000,2
18960000,2
19020000,2
19080000,2
19140000,2
19200000,2
19260000,2
19320000,2
19380000,2
19440000,2
